⺼	rou
𬨥	sha
𬨧	lian
𬨨	guo
𬨩	tou
𬨫	da
𬨬	ni
𬨭	yang
𬨮	su
𬨯	miao
𬨱	ban
𬨴	tai
𬨶	yao
𬨷	kui
𬨸	ying
𬨹	wu
𬨼	chuan
𬨼	zhuan
𬨽	chuan
𬨽	zhuan
𬩁	bie
𬩂	bi
𬩃	biao
𬩅	ban
𬩆	zai
𬩈	zao
𬩊	san
𬩎	huo
𬩒	chuan
𬩒	zhuan
𬩗	chuan
𬩘	chuan
𬩘	zhuan
𬩞	jia
𬩠	qian
𬩠	yan
𬩡	yao
𬩣	ji
𬩣	qi
𬩣	zhai
𬩤	li
𬩦	zhe
𬩨	shou
𬩪	liao
𬩫	kui
𬩮	bi
𬩰	zhi
𬩳	li
𬩴	deng
𬩴	yi
𬩶	liang
𬩷	zhan
𬩺	hang
𬩺	xiang
𬩽	xun
𬩾	lai
𬩿	rang
𬩿	xiang
𬪀	yan
𬪄	na
𬪄	nuo
𬪇	guo
𬪇	ju
𬪉	yang
𬪌	yang
𬪍	mao
𬪎	bai
𬪎	bo
𬪑	xin
𬪒	gao
𬪓	yan
𬪕	ji
𬪕	xi
𬪗	huan
𬪙	chen
𬪚	ying
𬪛	bang
𬪜	qi
𬪝	cai
𬪟	bian
𬪟	xun
𬪠	e
𬪡	xu
𬪤	fan
𬪤	po
𬪥	hu
𬪥	ou
𬪥	wu
𬪥	xu
𬪧	yu
𬪨	zhan
𬪩	nong
𬪫	gan
𬪭	yin
𬪯	lan
𬪰	xie
𬪲	xi
𬪴	tian
𬪴	zhen
𬪵	ku
𬪵	zao
𬪶	wang
𬪸	zhao
𬪹	xie
𬪺	guang
𬫁	li
𬫂	ge
𬫂	li
𬫆	ba
𬫇	shi
𬫉	ran
𬫊	qian
𬫋	ba
𬫌	yue
𬫍	rong
𬫎	ren
𬫏	zhi
𬫐	du
𬫓	hao
𬫔	yun
𬫕	shan
𬫗	jian
𬫘	qin
𬫚	guo
𬫛	zuo
𬫝	zhuang
𬫞	zhen
𬫟	ling
𬫡	han
𬫡	ji
𬫢	yu
𬫣	ji
𬫦	ling
𬫨	tan
𬫩	di
𬫪	xuan
𬫫	lin
𬫭	chan
𬫮	man
𬫯	mao
𬫲	you
𬫳	tai
𬫴	liao
𬫵	su
𬫶	yi
𬫷	chun
𬫸	she
𬫸	ye
𬫸	yi
𬫺	hou
𬫻	fu
𬫼	ying
𬫽	zhe
𬫿	ga
𬬀	gang
𬬁	li
𬬃	jin
𬬄	ji
𬬅	yi
𬬆	qing
𬬇	che
𬬇	xie
𬬈	liang
𬬈	zhu
𬬋	se
𬬍	xi
𬬍	yang
𬬎	yuan
𬬏	xi
𬬑	yong
𬬒	ju
𬬓	bi
𬬔	yi
𬬕	xiang
𬬖	kui
𬬘	ying
𬬙	jiang
𬬚	lv
𬬛	pan
𬬜	zao
𬬝	qiong
𬬞	tai
𬬟	lin
𬬠	mi
𬬡	xun
𬬤	xiao
𬬥	nang
𬬦	lian
𬬧	han
𬬨	hua
𬬨	wu
𬬩	yi
𬬪	kou
𬬫	bi
𬬫	pi
𬬬	wei
𬬭	lun
𬬮	chang
𬬯	ren
𬬰	cheng
𬬰	qiang
𬬱	jin
𬬲	pi
𬬲	zhao
𬬳	qi
𬬴	ao
𬬴	bo
𬬵	chen
𬬶	gui
𬬷	shi
𬬸	shu
𬬹	shen
𬬺	cha
𬬺	chu
𬬺	ju
𬬺	xu
𬬺	zhu
𬬺	zu
𬬻	lu
𬬼	nie
𬬽	zuo
𬬾	ning
𬬿	zhao
𬭀	si
𬭀	tai
𬭁	mu
𬭂	hong
𬭃	pi
𬭄	xi
𬭅	hou
𬭅	xiang
𬭆	duo
𬭇	guo
𬭈	cha
𬭉	ji
𬭊	du
𬭋	jie
𬭌	hua
𬭌	wu
𬭍	gan
𬭍	han
𬭎	hong
𬭏	xi
𬭏	yang
𬭐	yi
𬭐	zu
𬭑	zi
𬭒	rong
𬭓	tian
𬭔	chuo
𬭕	diao
𬭖	dou
𬭖	peng
𬭗	nei
𬭘	she
𬭙	chan
𬭙	di
𬭚	chun
𬭛	bo
𬭜	lei
𬭝	san
𬭞	da
𬭟	cou
𬭠	cha
𬭡	zhao
𬭢	gui
𬭢	ju
𬭣	xian
𬭤	hou
𬭥	cong
𬭦	nou
𬭧	gou
𬭨	chui
𬭨	dui
𬭨	zhui
𬭩	weng
𬭪	xia
𬭫	zhan
𬭬	hui
𬭬	wei
𬭭	qi
𬭮	man
𬭯	pie
𬭰	yi
𬭱	zong
𬭲	suo
𬭳	xi
𬭴	jie
𬭴	qi
𬭵	pang
𬭶	hei
𬭷	cheng
𬭸	lin
𬭹	jia
𬭺	biao
𬭻	dui
𬭻	dun
𬭻	jiao
𬭼	sui
𬭽	bi
𬭾	zha
𬭿	ji
𬮀	xing
𬮁	bo
𬮂	ji
𬮃	zuan
𬮄	jiao
𬮇	lu
𬮇	quan
𬮈	jian
𬮈	xian
𬮉	chu
𬮊	xia
𬮐	lv
𬮒	mi
𬮓	yi
𬮔	guan
𬮔	lan
𬮕	yan
𬮗	lv
𬮘	huo
𬮜	guan
𬮝	lu
𬮟	fei
𬮟	lin
𬮠	ke
𬮠	xia
𬮡	ma
𬮢	hang
𬮢	hong
𬮢	xiang
𬮣	kuang
𬮤	ge
𬮤	he
𬮥	chu
𬮦	guan
𬮧	mang
𬮨	huo
𬮩	qi
𬮪	sha
𬮬	an
𬮬	hao
𬮭	kui
𬮮	qi
𬮯	que
𬮰	e
𬮱	yin
𬮲	yao
𬮳	ban
𬮳	pan
𬮴	an
𬮴	yan
𬮴	yin
𬮵	xian
𬮸	chuang
𬮹	tun
𬮹	zhun
𬮺	ma
𬮻	wu
𬮼	shen
𬮽	yun
𬮾	qiu
𬮿	ai
𬮿	gai
𬮿	qi
𬯀	ji
𬯂	an
𬯅	xia
𬯆	yang
𬯈	tao
𬯉	yin
𬯊	shan
𬯍	xi
𬯎	tui
𬯏	jiao
𬯏	quan
𬯐	yi
𬯑	pei
𬯒	you
𬯓	si
𬯔	chen
𬯔	yao
𬯖	yin
𬯘	shan
𬯚	zheng
𬯟	chen
𬯟	yao
𬯠	cha
𬯡	cai
𬯣	ang
𬯤	ni
𬯦	mu
𬯪	jin
𬯬	guang
𬯬	tui
𬯭	li
𬯭	qin
𬯮	yong
𬯯	qu
𬯱	gao
𬯲	chu
𬯴	chou
𬯴	qiu
𬯵	ju
𬯶	feng
𬯺	meng
𬯻	pei
𬯼	li
𬯽	huan
𬯾	zhi
𬯿	ming
𬰀	bao
𬰁	qi
𬰂	fa
𬰃	mu
𬰄	xian
𬰇	wu
𬰋	lin
𬰍	shuang
𬰎	chong
𬰏	yi
𬰐	ti
𬰑	ling
𬰒	hu
𬰔	yin
𬰕	ji
𬰗	hao
𬰙	hui
𬰛	zhao
𬰜	kao
𬰝	ban
𬰝	pan
𬰞	fei
𬰡	luo
𬰣	jian
𬰤	zhou
𬰥	liang
𬰧	sui
𬰩	ju
𬰪	za
𬰫	zi
𬰭	wei
𬰮	yun
𬰯	chou
𬰯	dao
𬰱	jian
𬰲	wei
𬰳	die
𬰳	tie
𬰴	fu
𬰵	he
𬰶	sui
𬰷	chan
𬰸	yu
𬰺	ye
𬰻	he
𬰻	hu
𬰻	huo
𬰼	shao
𬰽	you
𬰾	he
𬰾	hu
𬰾	huo
𬱀	han
𬱁	yong
𬱂	bi
𬱃	e
𬱄	ying
𬱅	rou
𬱇	ci
𬱈	mo
𬱉	hong
𬱉	jing
𬱉	xian
𬱉	ying
𬱌	hong
𬱌	jing
𬱌	ying
𬱍	yu
𬱏	quan
𬱓	qiu
𬱔	you
𬱕	mo
𬱖	di
𬱗	dan
𬱘	chi
𬱙	pan
𬱚	bi
𬱛	zhuan
𬱜	lei
𬱝	gen
𬱞	xiao
𬱟	wei
𬱠	gua
𬱡	duo
𬱢	wen
𬱣	cen
𬱤	huo
𬱥	hong
𬱦	qi
𬱧	gui
𬱨	yan
𬱩	mo
𬱪	yi
𬱫	ding
𬱬	san
𬱭	ha
𬱭	po
𬱭	tai
𬱮	ao
𬱮	wa
𬱯	shou
𬱰	pi
𬱱	zhan
𬱲	mian
𬱳	xu
𬱳	yu
𬱵	wei
𬱶	huan
𬱷	xue
𬱸	xue
𬱺	yuan
𬱻	sa
𬱼	kai
𬱽	xuan
𬱿	guo
𬲀	hu
𬲅	liao
𬲆	ru
𬲌	ci
𬲍	tie
𬲏	zai
𬲓	xiu
𬲕	zan
𬲖	yi
𬲖	yong
𬲗	nuan
𬲘	yao
𬲙	zhuan
𬲚	ga
𬲛	si
𬲜	cheng
𬲝	zun
𬲟	yi
𬲟	yong
𬲡	meng
𬲤	wang
𬲥	si
𬲦	si
𬲧	wu
𬲨	yu
𬲩	e
𬲪	song
𬲫	nian
𬲬	chi
𬲭	jie
𬲮	di
𬲯	gou
𬲰	shang
𬲱	tuo
𬲲	ning
𬲳	yi
𬲴	man
𬲵	jiu
𬲶	ci
𬲷	en
𬲸	guo
𬲹	mang
𬲺	bao
𬲺	piao
𬲺	yuan
𬲻	ti
𬲼	ye
𬲽	qi
𬲾	hu
𬲿	man
𬳀	yi
𬳁	yao
𬳂	chuai
𬳂	chuo
𬳃	bi
𬳄	nan
𬳅	sui
𬳆	jian
𬳇	xuan
𬳉	da
𬳊	tao
𬳋	xi
𬳌	qiu
𬳍	tang
𬳎	ga
𬳎	nv
𬳏	man
𬳏	min
𬳐	chong
𬳑	ying
𬳒	deng
𬳓	yong
𬳔	mo
𬳗	fu
𬳞	wan
𬳟	fen
𬳡	yan
𬳢	she
𬳣	peng
𬳥	xiang
𬳧	xiang
𬳩	qu
𬳫	xie
𬳭	gang
𬳯	can
𬳱	gui
𬳲	chan
𬳳	fan
𬳴	peng
𬳵	pi
𬳶	jiong
𬳷	gua
𬳸	wo
𬳹	ku
𬳹	kua
𬳺	shi
𬳻	kuang
𬳼	you
𬳽	shen
𬳾	chi
𬳿	tu
𬴀	lang
𬴀	liang
𬴁	an
𬴂	fei
𬴃	huo
𬴄	xing
𬴅	peng
𬴆	qi
𬴇	chi
𬴈	qi
𬴉	liao
𬴊	lin
𬴋	tie
𬴌	meng
𬴍	biao
𬴎	tuo
𬴏	jian
𬴐	huan
𬴒	gu
𬴖	mao
𬴗	mao
𬴘	yong
𬴙	sheng
𬴛	chuan
𬴜	pi
𬴠	yuan
𬴡	cheng
𬴢	du
𬴣	ou
𬴣	yu
𬴤	zheng
𬴥	rong
𬴨	nao
𬴩	nong
𬴪	zong
𬴮	mei
𬴯	lian
𬴲	che
𬴳	ge
𬴳	gua
𬴳	guo
𬴳	he
𬴳	wa
𬴳	wai
𬴳	wo
𬴴	si
𬴵	che
𬴸	wei
𬴹	cai
𬴺	xi
𬴻	peng
𬴼	xu
𬴿	kui
𬵀	kui
𬵃	dai
𬵄	bie
𬵅	yu
𬵇	zi
𬵉	lu
𬵊	ni
𬵐	gui
𬵐	xie
𬵑	mian
𬵓	chuan
𬵙	yu
𬵚	jian
𬵛	geng
𬵣	fu
𬵥	kun
𬵨	mi
𬵫	ruo
𬵮	ta
𬵸	e
𬶀	jie
𬶁	ren
𬶂	du
𬶃	dai
𬶄	diao
𬶅	ya
𬶆	bang
𬶆	beng
𬶇	jie
𬶈	yue
𬶉	wu
𬶋	ju
𬶌	dai
𬶍	tuo
𬶎	jie
𬶏	wei
𬶐	zhao
𬶑	ta
𬶒	qin
𬶓	ting
𬶔	kao
𬶕	ti
𬶖	ye
𬶗	lao
𬶘	mao
𬶙	shou
𬶚	fu
𬶛	shan
𬶜	pou
𬶝	huan
𬶞	hu
𬶟	la
𬶠	lian
𬶡	du
𬶢	xing
𬶣	zha
𬶤	di
𬶤	ti
𬶥	wan
𬶦	you
𬶧	rou
𬶨	ji
𬶩	yan
𬶪	ni
𬶫	huang
𬶬	qu
𬶭	ji
𬶮	xi
𬶯	guo
𬶰	zhang
𬶱	jing
𬶲	xiang
𬶳	lu
𬶴	pu
𬶵	guan
𬶶	jian
𬶷	gua
𬶸	chen
𬶹	nou
𬶺	guan
𬶻	ba
𬶼	liao
𬶽	gong
𬷁	yuan
𬷂	bao
𬷃	qiang
𬷅	yang
𬷆	huan
𬷇	huan
𬷈	dai
𬷊	qu
𬷋	ning
𬷌	ning
𬷍	tong
𬷏	qi
𬷑	ru
𬷓	ju
𬷕	bu
𬷖	mian
𬷚	hong
𬷛	luan
𬷜	wu
𬷞	lin
𬷟	jian
𬷠	yao
𬷣	feng
𬷦	jing
𬷭	e
𬷮	zhi
𬷴	huan
𬷴	yu
𬷶	lin
𬷸	na
𬷸	nei
𬷹	jiao
𬷻	jie
𬷼	yi
𬷽	liao
𬷽	xiao
𬷾	hong
𬷿	cong
𬸀	wen
𬸁	wa
𬸂	ge
𬸃	yu
𬸄	long
𬸅	chu
𬸅	ju
𬸆	sheng
𬸇	jia
𬸈	chi
𬸉	qiong
𬸊	ren
𬸋	pin
𬸌	sha
𬸍	chou
𬸎	li
𬸏	lang
𬸐	zhe
𬸑	yue
𬸒	qi
𬸓	ji
𬸔	song
𬸕	ying
𬸖	yan
𬸗	li
𬸘	yan
𬸙	miao
𬸚	yue
𬸛	huang
𬸜	bian
𬸜	pian
𬸝	an
𬸞	lv
𬸟	wu
𬸠	ge
𬸡	lan
𬸢	gao
𬸣	xian
𬸤	piao
𬸥	chong
𬸥	zhuang
𬸦	zhuo
𬸧	yan
𬸨	qi
𬸩	ao
𬸩	wo
𬸪	fan
𬸫	tuan
𬸬	kou
𬸬	ku
𬸭	ya
𬸮	kui
𬸯	pi
𬸰	he
𬸱	qu
𬸲	pi
𬸵	zhan
𬸶	chang
𬸷	cou
𬸸	bian
𬸹	gan
𬸻	qi
𬸽	mi
𬸾	qi
𬸿	yu
𬹀	huang
𬹁	yong
𬹂	gong
𬹃	mian
𬹄	ju
𬹅	cai
𬹆	gong
𬹇	bo
𬹈	su
𬹉	huan
𬹉	hun
𬹊	qi
𬹋	hun
𬹌	nie
𬹍	mo
𬹎	shan
𬹐	fan
𬹑	kuang
𬹒	tian
𬹔	qian
𬹕	yan
𬹕	zhen
𬹖	nong
𬹗	lai
𬹘	teng
𬹚	chu
𬹜	chu
𬹝	gui
𬹝	jun
𬹟	she
𬹟	yi
𬹠	bei
𬹡	chu
𬹢	hui
𬹣	zhu
𬹤	tuo
𬹥	yu
𬹦	sheng
𬹧	da
𬹭	sheng
𬹱	qi
𬹲	ci
𬹲	zi
𬹳	ji
𬹳	zi
𬹴	ling
𬹵	duo
𬹹	xun
𬹺	ya
𬹻	na
𬹼	xie
𬹽	hang
𬹾	ken
𬹾	yin
𬹿	chi
𬺀	zha
𬺁	zhi
𬺂	nie
𬺂	ya
𬺃	ai
𬺄	kuo
𬺅	chan
𬺆	shao
𬺇	cuo
𬺈	yi
𬺉	ze
𬺊	kun
𬺊	yun
𬺋	zu
𬺌	ya
𬺌	yi
𬺍	jian
𬺎	ci
𬺏	bo
𬺐	zhan
𬺑	qie
𬺒	yin
𬺓	chu
𬺔	jin
𬺕	cha
𬺖	jiao
𬺖	jue
𬺛	yan
𬺜	long
𬺝	qing
𬺞	gui
𬺞	jun
𬺟	yao
𬺠	jiao
𬺠	jue
𬺳	mo
𬺳	wan
𬺵	dou
𬺵	du
𬺶	gai
𬺹	chou
𬺺	xi
𬺼	die
𬺽	xi
𬺿	nang
𬻀	pu
𬻁	kong
𬻂	xi
𬻃	tian
𬻅	diu
𬻆	wu
𬻇	mao
𬻇	you
𬻉	hu
𬻋	pu
𬻎	jia
𬻐	suo
𬻑	chu
𬻔	suo
𬻕	you
𬻛	qu
𬻜	wu
𬻝	wu
𬻞	dou
𬻟	e
𬻠	nuo
𬻠	ruan
𬻥	hui
𬻫	hu
𬻬	dang
𬻰	tan
𬻱	zhen
𬻲	jiu
𬻵	jian
𬻷	jia
𬻷	xia
𬻸	chang
𬻼	ling
𬻿	ye
𬻿	yi
𬼂	ye
𬼂	yi
𬼃	wan
𬼈	fou
𬼉	fou
𬼊	zhou
𬼌	bing
𬼍	dou
𬼍	du
𬼎	nai
𬼕	xie
𬼖	wang
𬼖	wu
𬼘	ci
𬼙	zhao
𬼚	zhao
𬼜	se
𬼜	shai
𬼠	ge
𬼠	he
𬼨	ma
𬼩	ba
𬼪	man
𬼫	se
𬼮	bi
𬼯	nie
𬼰	die
𬼲	qi
𬼴	hang
𬼴	xiang
𬼵	lian
𬼶	luo
𬼷	mie
𬼸	ya
𬼹	shi
𬼺	di
𬼺	ti
𬼺	tui
𬼻	dun
𬼻	shun
𬼼	cuan
𬼼	zan
𬼾	gou
𬼿	ji
𬼿	qi
𬽃	yong
𬽄	chan
𬽄	yin
𬽆	hai
𬽇	chong
𬽇	hai
𬽈	zhi
𬽉	heng
𬽉	peng
𬽊	heng
𬽊	peng
𬽋	cha
𬽌	cheng
𬽌	sheng
𬽍	chui
𬽎	jia
𬽏	ga
𬽏	jia
𬽏	xia
𬽐	sang
𬽑	kun
𬽒	ji
𬽒	qi
𬽒	zhai
𬽕	huai
𬽘	tai
𬽜	yong
𬽞	tin
𬽟	zhi
𬽠	bian
𬽣	hang
𬽣	heng
𬽣	pian
𬽣	xing
𬽥	jia
𬽦	zhi
𬽨	gan
𬽨	ge
𬽩	zuo
𬽪	ri
𬽪	yang
𬽫	qi
𬽬	gu
𬽭	bei
𬽭	bi
𬽭	bo
𬽭	fo
𬽭	fu
𬽯	po
𬽰	xing
𬽲	tuo
𬽳	pei
𬽴	jun
𬽵	pu
𬽶	kang
𬽷	kuang
𬽸	ang
𬽸	yang
𬽹	yi
𬽼	xiu
𬽼	xu
𬽾	qi
𬽿	ni
𬾁	tong
𬾃	hou
𬾄	jun
𬾆	jie
𬾉	tu
𬾉	zhan
𬾊	shu
𬾊	yu
𬾌	bi
𬾎	qiao
𬾎	xiao
𬾐	ni
𬾒	wei
𬾒	wo
𬾔	tu
𬾕	she
𬾗	hou
𬾘	fei
𬾛	luo
𬾝	yao
𬾠	zong
𬾡	nie
𬾢	bo
𬾣	xue
𬾤	di
𬾥	nie
𬾧	zhe
𬾨	bei
𬾫	xuan
𬾮	shu
𬾮	yu
𬾯	fu
𬾱	xun
𬾲	fu
𬾴	dai
𬾵	hua
𬾶	tai
𬾷	sui
𬾸	zhu
𬾹	jian
𬾹	qian
𬾺	chuang
𬾾	he
𬾿	qiao
𬿀	zha
𬿃	pu
𬿄	min
𬿆	ban
𬿈	hou
𬿉	bing
𬿊	nie
𬿌	sha
𬿍	gu
𬿏	qian
𬿐	wu
𬿑	xian
𬿓	yuan
𬿕	ai
𬿙	shu
𬿚	biao
𬿜	chu
𬿞	shang
𬿡	quan
𬿢	cai
𬿢	dai
𬿢	sui
𬿢	yi
𬿣	ao
𬿤	yan
𬿦	qing
𬿧	shu
𬿬	jia
𬿭	wei
𬿮	che
𬿯	han
𬿲	you
𬿳	ai
𬿳	hui
𬿵	pu
𬿶	shang
𬿹	bi
𬿺	chi
𬿻	chou
𬿼	jie
𬿽	meng
𬿾	pu
𬿿	xun
𭀀	bin
𭀁	e
𭀁	qian
𭀁	xian
𭀂	xie
𭀄	xie
𭀅	shuo
𭀆	tou
𭀇	ji
𭀉	shu
𭀋	xi
𭀏	yan
𭀒	shan
𭀔	zhu
𭀖	li
𭀗	yun
𭀙	dui
𭀙	rui
𭀙	yue
𭀚	chong
𭀝	wa
𭀞	liao
𭀟	chang
𭀟	zhang
𭀠	mian
𭀡	zhao
𭀣	tu
𭀥	tu
𭀦	yao
𭀨	huang
𭀬	huang
𭀭	deng
𭀰	chan
𭀱	chan
𭀹	xi
𭁄	ji
𭁄	ni
𭁆	shi
𭁇	yu
𭁉	yu
𭁎	ju
𭁐	jian
𭁔	huang
𭁕	yu
𭁗	dian
𭁠	ran
𭁡	zai
𭁢	liang
𭁣	cheng
𭁦	han
𭁨	ce
𭁩	yu
𭁪	gou
𭁫	gou
𭁭	bi
𭁮	li
𭁯	gou
𭁱	yuan
𭁲	er
𭁳	bao
𭁴	xuan
𭁵	kou
𭁶	ming
𭁷	ming
𭁸	zhao
𭁹	gua
𭁺	guan
𭁻	fu
𭁼	shi
𭁽	xie
𭁿	kou
𭂁	xie
𭂂	bi
𭂅	xian
𭂈	shan
𭂊	ni
𭂍	ci
𭂎	yang
𭂑	shu
𭂒	feng
𭂓	chun
𭂓	zhun
𭂔	yu
𭂗	you
𭂘	hua
𭂙	shuang
𭂚	yi
𭂜	qi
𭂟	ming
𭂢	jian
𭂣	run
𭂦	xian
𭂧	rong
𭂪	wan
𭂫	fan
𭂬	feng
𭂬	wa
𭂯	kang
𭂱	feng
𭂳	xia
𭂵	nan
𭂶	jun
𭂹	zhen
𭂺	chu
𭂻	bu
𭂻	dun
𭂾	yan
𭃂	liang
𭃄	bo
𭃄	le
𭃄	qie
𭃅	chuang
𭃆	yi
𭃊	li
𭃊	lie
𭃊	xie
𭃊	zhou
𭃌	qi
𭃌	qie
𭃌	xie
𭃍	nian
𭃒	sha
𭃓	pen
𭃓	weng
𭃔	jiao
𭃘	jiao
𭃘	jue
𭃚	qi
𭃚	qie
𭃚	xie
𭃞	la
𭃞	lao
𭃞	luo
𭃡	chu
𭃤	li
𭃥	zhi
𭃨	chu
𭃭	zhi
𭃯	cha
𭃯	sha
𭃰	wan
𭃱	xiu
𭃲	duo
𭃴	fu
𭃴	pi
𭃶	ti
𭃷	se
𭃸	ge
𭃺	ge
𭃾	fu
𭃿	qin
𭄀	chuang
𭄃	qia
𭄃	tao
𭄅	cha
𭄅	sha
𭄆	hu
𭄇	fu
𭄈	dui
𭄊	yong
𭄏	ju
𭄒	liu
𭄔	li
𭄕	zha
𭄖	gua
𭄘	liu
𭄚	qi
𭄛	jian
𭄛	zuan
𭄜	ke
𭄞	bin
𭄞	fen
𭄟	li
𭄠	mao
𭄡	shi
𭄥	nu
𭄦	ao
𭄦	jiao
𭄦	yao
𭄧	yi
𭄨	li
𭄩	li
𭄫	yong
𭄬	chi
𭄬	shi
𭄭	mu
𭄭	qi
𭄯	li
𭄰	ke
𭄳	chu
𭄳	zhu
𭄴	dong
𭄵	ren
𭄶	wu
𭄸	lv
𭄺	zheng
𭄽	wu
𭄾	ju
𭄿	quan
𭅃	quan
𭅄	xiong
𭅅	xiong
𭅇	zhan
𭅊	tao
𭅊	yao
𭅋	fu
𭅌	zhuo
𭅍	chu
𭅐	wei
𭅑	juan
𭅑	quan
𭅒	cha
𭅒	chai
𭅒	ci
𭅒	cuo
𭅓	gan
𭅓	qian
𭅕	kuang
𭅖	kuang
𭅗	xia
𭅘	kuang
𭅙	jing
𭅛	han
𭅜	kan
𭅜	qian
𭅝	yan
𭅞	gan
𭅞	gong
𭅟	huang
𭅠	kang
𭅠	keng
𭅠	tai
𭅠	yi
𭅠	yun
𭅡	bei
𭅡	bi
𭅦	ben
𭅧	zhen
𭅩	lv
𭅩	shuai
𭅪	gan
𭅪	qian
𭅫	wan
𭅯	he
𭅯	hu
𭅯	xia
𭅰	he
𭅰	hu
𭅰	xia
𭅳	yin
𭅵	mao
𭅺	lang
𭅼	xiang
𭅽	xiang
𭆃	chen
𭆄	he
𭆄	hu
𭆄	xia
𭆆	li
𭆆	xi
𭆇	jue
𭆉	li
𭆉	xi
𭆊	ye
𭆋	hou
𭆋	kuo
𭆋	shi
𭆋	tuo
𭆍	xie
𭆏	jue
𭆑	ao
𭆑	jiao
𭆑	yao
𭆒	nong
𭆓	li
𭆕	yin
𭆘	yan
𭆙	qun
𭆞	can
𭆞	cen
𭆞	san
𭆞	shen
𭆠	hong
𭆡	chan
𭆡	dan
𭆡	shan
𭆢	jian
𭆤	can
𭆤	cen
𭆤	san
𭆤	shen
𭆦	shang
𭆪	sou
𭆫	zong
𭆮	fa
𭆯	pan
𭆱	sa
𭆲	shou
𭆲	xuan
𭆳	jin
𭆵	que
𭆶	xiong
𭆶	xuan
𭆷	rui
𭆸	xiong
𭆺	han
𭆼	long
𭆼	nong
𭆼	yang
𭆽	ying
𭆿	zha
𭇀	yi
𭇁	wu
𭇁	yu
𭇂	han
𭇃	li
𭇃	tu
𭇅	hua
𭇅	zhi
𭇅	zi
𭇆	cheng
𭇇	di
𭇇	shi
𭇉	zhang
𭇎	ke
𭇐	chang
𭇑	bei
𭇓	ting
𭇔	qi
𭇕	qu
𭇗	hong
𭇙	han
𭇛	ping
𭇜	po
𭇡	chuai
𭇡	chuo
𭇡	cui
𭇡	qi
𭇡	su
𭇡	yue
𭇢	qi
𭇣	zhi
𭇥	han
𭇧	nuo
𭇧	re
𭇨	lai
𭇩	wu
𭇪	qi
𭇫	zhou
𭇬	zhi
𭇬	zi
𭇭	sha
𭇯	liu
𭇱	jiao
𭇱	shao
𭇱	yao
𭇲	huan
𭇳	huan
𭇴	jiao
𭇵	tong
𭇶	li
𭇹	shi
𭇺	zi
𭇻	mi
𭇿	ga
𭇿	jia
𭇿	qie
𭈀	si
𭈂	nie
𭈄	ti
𭈆	ai
𭈇	xi
𭈈	mu
𭈉	ying
𭈊	yong
𭈋	dan
𭈌	wo
𭈎	xiao
𭈐	zui
𭈑	ke
𭈖	yue
𭈗	cha
𭈗	sha
𭈛	ji
𭈜	bi
𭈞	shan
𭈠	fan
𭈢	qi
𭈣	mei
𭈣	mo
𭈧	can
𭈧	shan
𭈫	di
𭈬	sang
𭈮	huan
𭈮	ta
𭈰	hu
𭈲	yuan
𭈳	xie
𭈳	xu
𭈳	ya
𭈳	ye
𭈳	yu
𭈶	hao
𭈹	hao
𭈻	xing
𭈼	chan
𭈼	dan
𭈼	shan
𭉁	he
𭉂	gen
𭉂	hen
𭉆	dao
𭉇	zhuo
𭉈	jie
𭉊	zi
𭉋	xiao
𭉏	nu
𭉐	die
𭉐	zhi
𭉑	gen
𭉑	hen
𭉕	chi
𭉗	zhi
𭉘	ou
𭉘	qu
𭉙	da
𭉙	ta
𭉛	nie
𭉝	shi
𭉝	xu
𭉞	hao
𭉟	hong
𭉟	hou
𭉠	shou
𭉡	yin
𭉨	zui
𭉫	xiu
𭉮	shan
𭉯	xiao
𭉲	xiao
𭉴	nie
𭉵	zhan
𭉶	ti
𭉷	zu
𭉹	jiang
𭉺	e
𭉻	xiang
𭉼	nan
𭉾	bo
𭉿	a
𭉿	sha
𭉿	xia
𭊆	hao
𭊆	shi
𭊆	zhe
𭊇	hong
𭊇	hou
𭊈	la
𭊈	li
𭊈	ne
𭊈	ni
𭊈	yi
𭊉	si
𭊊	hong
𭊋	jie
𭊌	shi
𭊌	xu
𭊎	leng
𭊎	ling
𭊏	yu
𭊔	xiao
𭊕	tuo
𭊖	yu
𭊘	bu
𭊚	sha
𭊛	lu
𭊟	lie
𭊟	lv
𭊠	chi
𭊡	nuo
𭊫	si
𭊭	an
𭊲	zhou
𭊳	min
𭊴	xiu
𭊵	li
𭊷	xian
𭊹	die
𭊹	jie
𭊹	sha
𭊹	ti
𭊹	zha
𭊺	sha
𭊻	han
𭊾	zhi
𭋂	ji
𭋄	ti
𭋅	li
𭋇	po
𭋈	luo
𭋉	jiu
𭋌	chang
𭋑	jian
𭋓	leng
𭋔	hao
𭋕	gou
𭋖	zhi
𭋘	ruo
𭋛	nang
𭋝	chi
𭋡	yan
𭋡	ye
𭋢	shan
𭋢	zhan
𭋤	dai
𭋤	li
𭋦	shi
𭋨	you
𭋩	fu
𭋭	song
𭋮	po
𭋱	ni
𭋲	jian
𭋳	lun
𭋴	li
𭋶	lou
𭋷	ji
𭋷	qi
𭋸	li
𭋹	li
𭋺	li
𭋻	li
𭋿	jie
𭌂	chan
𭌃	ying
𭌆	lv
𭌇	lin
𭌌	nang
𭌎	du
𭌏	qing
𭌔	yan
𭌘	qian
𭌚	li
𭌝	yan
𭌞	ni
𭌡	jiang
